,Date,Symbol_spot,Open_spot,High_spot,Low_spot,Close_spot,Volume_spot,Symbol_fut,Open_fut,High_fut,Low_fut,Close_fut,Volume_fut,Diff
0,2022-04-06 08:00:00,^BTCUSD,44791.35,44969.29,44234.0,44234.0,1117,BTQ22,44870.0,44870.0,44870.0,44870.0,1.0,-636.0
1,2022-04-21 17:00:00,^BTCUSD,40738.0,40798.91,39933.66,40413.77,1132,BTQ22,40875.0,40875.0,40875.0,40875.0,1.0,-461.2300000000032
2,2022-04-25 09:00:00,^BTCUSD,38779.28,39374.3,38680.77,39076.26,1091,BTQ22,39575.0,39575.0,39575.0,39575.0,1.0,-498.73999999999796
3,2022-04-25 12:00:00,^BTCUSD,39483.16,39567.59,39381.9,39402.53,1084,BTQ22,39770.0,39795.0,39770.0,39795.0,2.0,-392.47000000000116
4,2022-04-26 09:00:00,^BTCUSD,39844.44,39844.44,39259.27,39268.42,1084,BTQ22,39860.0,39860.0,39860.0,39860.0,1.0,-591.5800000000017
5,2022-04-27 08:00:00,^BTCUSD,38887.41,39421.41,38799.31,39338.98,1166,BTQ22,39225.0,39600.0,39225.0,39600.0,3.0,-261.0199999999968
6,2022-04-27 09:00:00,^BTCUSD,39338.98,39384.11,38471.39,38676.84,1100,BTQ22,39080.0,39100.0,38980.0,38980.0,4.0,-303.1600000000035
7,2022-04-27 10:00:00,^BTCUSD,38676.84,39056.71,38669.01,38989.96,1230,BTQ22,39110.0,39110.0,39015.0,39070.0,4.0,-80.04000000000087
8,2022-04-27 11:00:00,^BTCUSD,38991.02,39291.59,38930.03,39187.14,1209,BTQ22,39470.0,39470.0,39470.0,39470.0,1.0,-282.8600000000006
9,2022-04-27 13:00:00,^BTCUSD,39115.05,39170.88,38782.43,38782.43,1257,BTQ22,39325.0,39375.0,39325.0,39375.0,2.0,-592.5699999999997
10,2022-04-27 20:00:00,^BTCUSD,39386.68,39664.86,39216.39,39239.94,1332,BTQ22,39780.0,39780.0,39780.0,39780.0,1.0,-540.0599999999977
11,2022-04-28 02:00:00,^BTCUSD,39413.54,39587.66,39396.97,39404.38,1128,BTQ22,39745.0,39835.0,39745.0,39835.0,2.0,-430.6200000000026
12,2022-04-28 08:00:00,^BTCUSD,39554.61,39555.08,39081.14,39093.62,1174,BTQ22,39845.0,39845.0,39685.0,39700.0,4.0,-606.3799999999974
13,2022-04-28 10:00:00,^BTCUSD,39293.27,40133.14,39180.24,39371.7,1154,BTQ22,40505.0,40505.0,40505.0,40505.0,1.0,-1133.300000000003
14,2022-04-28 13:00:00,^BTCUSD,40270.2,40315.64,40095.31,40095.68,1172,BTQ22,40745.0,40745.0,40615.0,40665.0,3.0,-569.3199999999997
15,2022-04-28 15:00:00,^BTCUSD,39955.84,40205.58,39751.97,39908.75,1226,BTQ22,40200.0,40360.0,40200.0,40360.0,3.0,-451.25
16,2022-04-29 08:00:00,^BTCUSD,38921.29,39272.11,38835.53,39272.11,1087,BTQ22,39350.0,39685.0,39350.0,39685.0,2.0,-412.8899999999994
17,2022-04-29 09:00:00,^BTCUSD,39272.45,39272.98,38804.77,38954.4,1119,BTQ22,39545.0,39545.0,39525.0,39525.0,2.0,-570.5999999999985
18,2022-04-29 13:00:00,^BTCUSD,38645.26,38657.22,38370.23,38525.57,1156,BTQ22,38870.0,38935.0,38845.0,38845.0,3.0,-319.4300000000003
19,2022-04-29 14:00:00,^BTCUSD,38525.75,38585.27,38184.02,38343.47,1189,BTQ22,38655.0,38660.0,38480.0,38480.0,5.0,-136.52999999999884
20,2022-04-29 15:00:00,^BTCUSD,38345.98,38570.91,38342.12,38555.25,1213,BTQ22,38655.0,38750.0,38655.0,38750.0,2.0,-194.75
21,2022-05-04 07:00:00,^BTCUSD,39003.15,39129.63,38873.05,38968.18,1128,BTQ22,39280.0,39280.0,39200.0,39215.0,6.0,-246.8199999999997
22,2022-05-04 14:00:00,^BTCUSD,39595.03,39948.97,39565.41,39841.25,1114,BTQ22,40190.0,40190.0,40190.0,40190.0,1.0,-348.75
23,2022-05-04 21:00:00,^BTCUSD,39624.85,39783.16,39610.36,39773.77,1425,BTQ22,40080.0,40080.0,40080.0,40080.0,1.0,-306.2300000000032
24,2022-05-05 08:00:00,^BTCUSD,39501.58,39501.86,39010.59,39011.91,1281,BTQ22,39770.0,39770.0,39515.0,39515.0,3.0,-503.0899999999965
25,2022-05-05 09:00:00,^BTCUSD,39011.91,39011.91,38134.67,38211.11,1186,BTQ22,38460.0,38460.0,38460.0,38460.0,1.0,-248.88999999999942
26,2022-05-05 10:00:00,^BTCUSD,38211.11,38211.11,36727.96,36926.61,1062,BTQ22,37040.0,37380.0,36915.0,36915.0,7.0,11.610000000000582
27,2022-05-09 04:00:00,^BTCUSD,33687.29,33764.49,33423.53,33488.84,1293,BTQ22,33700.0,33700.0,33700.0,33700.0,1.0,-211.1600000000035
28,2022-05-09 05:00:00,^BTCUSD,33488.84,33521.98,32825.86,32871.95,1225,BTQ22,32860.0,32900.0,32860.0,32900.0,3.0,-28.05000000000291
29,2022-05-09 07:00:00,^BTCUSD,33130.61,33130.61,32860.89,32866.44,1225,BTQ22,33090.0,33090.0,33080.0,33080.0,2.0,-213.55999999999767
30,2022-05-09 11:00:00,^BTCUSD,32363.16,32552.56,31744.02,31763.26,1025,BTQ22,32435.0,32435.0,32435.0,32435.0,1.0,-671.7400000000016
31,2022-05-09 19:00:00,^BTCUSD,30086.36,30695.4,29836.28,30596.81,1159,BTQ22,30000.0,30000.0,30000.0,30000.0,1.0,596.8100000000013
32,2022-05-10 14:00:00,^BTCUSD,31620.48,31667.33,31236.98,31377.25,1168,BTQ22,31720.0,31720.0,31720.0,31720.0,1.0,-342.75
33,2022-05-11 00:00:00,^BTCUSD,31222.71,31774.13,31107.06,31439.09,1187,BTQ22,31605.0,31605.0,31605.0,31605.0,1.0,-165.90999999999985
34,2022-05-11 07:00:00,^BTCUSD,31526.22,31701.73,29646.53,29693.31,1048,BTQ22,29525.0,29525.0,29525.0,29525.0,1.0,168.3100000000013
35,2022-05-11 19:00:00,^BTCUSD,28981.32,30090.22,28937.21,29786.38,1105,BTQ22,29280.0,29280.0,29280.0,29280.0,1.0,506.380000000001
36,2022-05-12 07:00:00,^BTCUSD,28309.92,28488.81,27829.6,28378.49,1041,BTQ22,28320.0,28320.0,28320.0,28320.0,1.0,58.4900000000016
37,2022-05-12 14:00:00,^BTCUSD,28307.04,28791.99,28253.09,28669.87,1149,BTQ22,28645.0,28645.0,28585.0,28585.0,2.0,84.86999999999898
38,2022-05-12 17:00:00,^BTCUSD,28409.18,28794.66,28322.12,28789.79,1200,BTQ22,28545.0,28545.0,28540.0,28540.0,2.0,249.79000000000087
39,2022-05-12 19:00:00,^BTCUSD,28980.94,29549.41,28739.21,29537.16,1156,BTQ22,29560.0,29560.0,29560.0,29560.0,1.0,-22.840000000000146
40,2022-05-12 20:00:00,^BTCUSD,29537.16,29650.23,29224.54,29444.38,1200,BTQ22,29670.0,29670.0,29670.0,29670.0,1.0,-225.61999999999898
