,Date,Symbol_spot,Open_spot,High_spot,Low_spot,Close_spot,Volume_spot,Symbol_fut,Open_fut,High_fut,Low_fut,Close_fut,Volume_fut,Diff
0,2022-03-28 09:00:00,^BTCUSD,47736.2,47736.2,47409.2,47642.74,1131,BTU22,48720.0,48720.0,48720.0,48720.0,1.0,-1077.260000000002
1,2022-03-28 11:00:00,^BTCUSD,47438.38,47547.16,47372.91,47490.55,1080,BTU22,48750.0,48750.0,48750.0,48750.0,1.0,-1259.449999999997
2,2022-03-29 08:00:00,^BTCUSD,47869.42,47911.65,47604.66,47714.6,1059,BTU22,49080.0,49080.0,49080.0,49080.0,1.0,-1365.4000000000015
3,2022-03-29 18:00:00,^BTCUSD,47365.34,47525.12,47321.64,47454.93,1138,BTU22,48680.0,48720.0,48680.0,48720.0,2.0,-1265.0699999999997
4,2022-03-29 22:00:00,^BTCUSD,47219.62,47471.77,47218.99,47455.57,1188,BTU22,48610.0,48610.0,48610.0,48610.0,1.0,-1154.4300000000003
5,2022-03-30 13:00:00,^BTCUSD,47682.32,47699.25,47108.61,47112.05,1147,BTU22,48660.0,48660.0,48660.0,48660.0,1.0,-1547.949999999997
6,2022-03-30 17:00:00,^BTCUSD,46998.29,47099.04,46868.99,47099.04,1103,BTU22,47985.0,47985.0,47985.0,47985.0,1.0,-885.9599999999991
7,2022-04-05 04:00:00,^BTCUSD,46670.52,46710.04,46566.25,46566.25,959,BTU22,47640.0,47640.0,47640.0,47640.0,1.0,-1073.75
8,2022-04-11 19:00:00,^BTCUSD,39515.61,39831.03,39414.13,39576.41,1205,BTU22,40285.0,40285.0,40285.0,40285.0,1.0,-708.5899999999965
9,2022-04-12 01:00:00,^BTCUSD,40103.08,40165.39,39868.3,39932.23,1141,BTU22,40735.0,40735.0,40735.0,40735.0,1.0,-802.7699999999968
10,2022-04-19 18:00:00,^BTCUSD,41395.86,41526.42,41395.86,41499.06,1300,BTU22,42090.0,42090.0,42090.0,42090.0,1.0,-590.9400000000023
11,2022-04-21 17:00:00,^BTCUSD,40738.0,40798.91,39933.66,40413.77,1132,BTU22,41000.0,41000.0,41000.0,41000.0,1.0,-586.2300000000032
12,2022-05-01 19:00:00,^BTCUSD,38484.11,38778.23,38477.57,38674.77,1273,BTU22,39000.0,39000.0,39000.0,39000.0,1.0,-325.2300000000032
13,2022-05-03 08:00:00,^BTCUSD,38440.32,38467.25,38232.25,38357.86,1229,BTU22,38725.0,38725.0,38570.0,38570.0,2.0,-212.13999999999942
14,2022-05-04 08:00:00,^BTCUSD,38968.18,39061.09,38734.17,38734.17,1180,BTU22,39275.0,39275.0,39275.0,39275.0,1.0,-540.8300000000017
15,2022-05-05 10:00:00,^BTCUSD,38211.11,38211.11,36727.96,36926.61,1062,BTU22,37905.0,37905.0,37905.0,37905.0,1.0,-978.3899999999994
16,2022-05-06 08:00:00,^BTCUSD,35870.48,36019.12,35389.49,35730.75,1080,BTU22,36005.0,36005.0,36005.0,36005.0,1.0,-274.25
17,2022-05-09 06:00:00,^BTCUSD,32871.95,33134.79,32726.87,33130.61,1192,BTU22,33320.0,33320.0,33320.0,33320.0,1.0,-189.38999999999942
18,2022-05-09 07:00:00,^BTCUSD,33130.61,33130.61,32860.89,32866.44,1225,BTU22,33200.0,33285.0,33200.0,33265.0,4.0,-398.5599999999977
19,2022-05-09 09:00:00,^BTCUSD,33024.5,33024.8,32464.79,32464.79,1161,BTU22,33040.0,33040.0,33040.0,33040.0,1.0,-575.2099999999991
20,2022-05-09 10:00:00,^BTCUSD,32464.79,32637.41,32096.6,32356.34,1087,BTU22,32345.0,32345.0,32345.0,32345.0,1.0,11.340000000000146
21,2022-05-09 12:00:00,^BTCUSD,31763.26,31894.01,31308.63,31314.04,1035,BTU22,31605.0,31940.0,31520.0,31520.0,8.0,-205.95999999999913
22,2022-05-09 13:00:00,^BTCUSD,31314.04,31440.0,30502.83,30750.81,1081,BTU22,31395.0,31620.0,31395.0,31620.0,3.0,-869.1899999999987
23,2022-05-09 17:00:00,^BTCUSD,31101.71,31312.79,30739.46,31121.51,1160,BTU22,31385.0,31385.0,31385.0,31385.0,1.0,-263.4900000000016
24,2022-05-11 00:00:00,^BTCUSD,31222.71,31774.13,31107.06,31439.09,1187,BTU22,31485.0,31485.0,31485.0,31485.0,1.0,-45.909999999999854
25,2022-05-12 03:00:00,^BTCUSD,27984.97,28031.34,27246.45,27808.53,918,BTU22,27985.0,27985.0,27985.0,27985.0,1.0,-176.47000000000116
26,2022-05-12 10:00:00,^BTCUSD,29520.14,29732.1,28964.48,28964.48,1061,BTU22,29320.0,29320.0,29320.0,29320.0,1.0,-355.52000000000044
27,2022-05-12 23:00:00,^BTCUSD,30552.07,30558.61,30251.94,30444.47,1222,BTU22,30410.0,30410.0,30410.0,30410.0,1.0,34.470000000001164
28,2022-05-13 12:00:00,^BTCUSD,29910.93,30163.94,29585.1,29600.16,1216,BTU22,29935.0,29935.0,29935.0,29935.0,1.0,-334.84000000000015
29,2022-05-13 14:00:00,^BTCUSD,30097.16,30164.66,29940.14,30051.07,1175,BTU22,30190.0,30190.0,30190.0,30190.0,1.0,-138.9300000000003
30,2022-05-16 17:00:00,^BTCUSD,30136.93,30172.63,29959.04,29983.17,1331,BTU22,30350.0,30500.0,30320.0,30320.0,8.0,-336.83000000000175
31,2022-05-26 08:00:00,^BTCUSD,28938.8,28938.8,28136.98,28811.88,1043,BTU22,28815.0,28815.0,28815.0,28815.0,1.0,-3.1199999999989814
32,2022-05-26 14:00:00,^BTCUSD,29584.55,29584.55,29356.34,29357.22,1112,BTU22,29725.0,29725.0,29725.0,29725.0,1.0,-367.77999999999884
33,2022-05-26 22:00:00,^BTCUSD,28959.55,29098.31,28945.5,28988.29,1241,BTU22,29310.0,29310.0,29310.0,29310.0,1.0,-321.7099999999991
34,2022-05-27 09:00:00,^BTCUSD,29298.93,29306.05,28748.72,28763.82,1059,BTU22,29185.0,29230.0,29185.0,29230.0,2.0,-466.1800000000003
35,2022-05-27 10:00:00,^BTCUSD,28763.82,28911.74,28629.19,28826.11,1116,BTU22,28925.0,28925.0,28805.0,28805.0,2.0,21.110000000000582
36,2022-05-30 11:00:00,^BTCUSD,30623.95,30691.75,30561.33,30594.57,1149,BTU22,30890.0,30890.0,30890.0,30890.0,1.0,-295.4300000000003
37,2022-05-30 22:00:00,^BTCUSD,31674.65,31800.24,31611.43,31757.42,1194,BTU22,32095.0,32095.0,32095.0,32095.0,1.0,-337.58000000000175
38,2022-05-30 23:00:00,^BTCUSD,31757.58,31791.26,31642.96,31668.38,1181,BTU22,31950.0,31950.0,31950.0,31950.0,1.0,-281.619999999999
39,2022-05-31 08:00:00,^BTCUSD,31571.67,31798.7,31286.69,31382.47,1010,BTU22,31600.0,31625.0,31600.0,31625.0,2.0,-242.52999999999884
