,Date,Symbol_spot,Open_spot,High_spot,Low_spot,Close_spot,Volume_spot,Symbol_fut,Open_fut,High_fut,Low_fut,Close_fut,Volume_fut,Diff
0,2020-09-08 09:00:00,^BTCUSD,9998.53,10141.47,9993.94,10104.03,3013,BTG21,10435.0,10435.0,10435.0,10435.0,1.0,-330.96999999999935
1,2020-10-01 11:00:00,^BTCUSD,10729.9,10729.9,10462.73,10513.42,3160,BTG21,10815.0,10815.0,10815.0,10815.0,2.0,-301.5799999999999
2,2020-10-05 02:00:00,^BTCUSD,10646.82,10699.81,10641.35,10697.43,2246,BTG21,10965.0,10965.0,10965.0,10965.0,1.0,-267.5699999999997
3,2020-10-05 13:00:00,^BTCUSD,10698.0,10718.95,10686.25,10717.99,2743,BTG21,11030.0,11030.0,11030.0,11030.0,1.0,-312.0100000000002
4,2020-10-05 14:00:00,^BTCUSD,10717.99,10742.61,10715.27,10738.18,2674,BTG21,11025.0,11025.0,11025.0,11025.0,1.0,-286.8199999999997
5,2020-10-07 08:00:00,^BTCUSD,10629.98,10640.57,10616.93,10617.72,2459,BTG21,10920.0,10945.0,10920.0,10940.0,6.0,-322.28000000000065
6,2020-10-07 10:00:00,^BTCUSD,10631.43,10649.08,10619.61,10632.1,2728,BTG21,10945.0,10945.0,10945.0,10945.0,1.0,-312.89999999999964
7,2020-10-07 12:00:00,^BTCUSD,10627.19,10645.09,10621.1,10639.71,2653,BTG21,10950.0,10950.0,10950.0,10950.0,1.0,-310.2900000000009
8,2020-10-16 07:00:00,^BTCUSD,11376.37,11400.01,11356.03,11376.92,2598,BTG21,11745.0,11745.0,11745.0,11745.0,2.0,-368.0799999999999
9,2020-10-20 08:00:00,^BTCUSD,11888.57,11941.44,11842.22,11933.9,2908,BTG21,12300.0,12300.0,12300.0,12300.0,1.0,-366.10000000000036
10,2020-10-20 14:00:00,^BTCUSD,11975.15,11986.52,11928.75,11932.37,2361,BTG21,12355.0,12355.0,12355.0,12355.0,1.0,-422.6299999999992
11,2020-10-20 21:00:00,^BTCUSD,12006.14,12134.22,11993.02,12132.66,2997,BTG21,12500.0,12500.0,12500.0,12500.0,1.0,-367.34000000000015
12,2020-10-21 08:00:00,^BTCUSD,12433.38,12486.59,12381.62,12486.53,3076,BTG21,12900.0,12900.0,12900.0,12900.0,1.0,-413.46999999999935
13,2020-10-27 10:00:00,^BTCUSD,13403.91,13610.96,13399.83,13610.51,3707,BTG21,13960.0,13960.0,13960.0,13960.0,2.0,-349.4899999999998
14,2020-10-28 06:00:00,^BTCUSD,13569.55,13577.75,13326.87,13335.48,2954,BTG21,14000.0,14000.0,14000.0,14000.0,1.0,-664.5200000000004
