,Date,Symbol_spot,Open_spot,High_spot,Low_spot,Close_spot,Volume_spot,Symbol_fut,Open_fut,High_fut,Low_fut,Close_fut,Volume_fut,Diff
0,2020-02-26 09:00:00,^BTCUSD,9036.46,9043.89,8982.37,8992.3,3527,BTZ20,10300.0,10300.0,10300.0,10300.0,1.0,-1307.7000000000007
1,2020-03-26 08:00:00,^BTCUSD,6631.98,6692.26,6541.94,6645.53,3426,BTZ20,6735.0,6735.0,6725.0,6725.0,2.0,-79.47000000000025
2,2020-05-07 13:00:00,^BTCUSD,9837.1,9855.18,9757.78,9806.65,3529,BTZ20,10270.0,10270.0,10270.0,10270.0,1.0,-463.35000000000036
3,2020-05-15 15:00:00,^BTCUSD,9337.0,9392.13,9162.84,9239.31,3525,BTZ20,9800.0,9800.0,9800.0,9800.0,2.0,-560.6900000000005
4,2020-06-11 11:00:00,^BTCUSD,9513.01,9543.62,9125.2,9125.2,3057,BTZ20,9820.0,9820.0,9820.0,9820.0,1.0,-694.7999999999993
5,2020-06-17 15:00:00,^BTCUSD,9310.56,9378.95,9246.67,9374.1,3454,BTZ20,9650.0,9650.0,9650.0,9650.0,1.0,-275.89999999999964
6,2020-06-23 11:00:00,^BTCUSD,9689.69,9694.15,9658.85,9662.29,3022,BTZ20,9930.0,9930.0,9930.0,9930.0,1.0,-267.7099999999991
7,2020-07-01 10:00:00,^BTCUSD,9225.14,9266.34,9222.18,9266.31,2558,BTZ20,9625.0,9625.0,9625.0,9625.0,1.0,-358.6900000000005
8,2020-07-01 11:00:00,^BTCUSD,9266.37,9298.23,9248.95,9287.24,2723,BTZ20,9625.0,9675.0,9625.0,9675.0,2.0,-387.7600000000002
9,2020-07-01 14:00:00,^BTCUSD,9259.71,9276.21,9244.08,9245.51,2496,BTZ20,9600.0,9600.0,9600.0,9600.0,2.0,-354.4899999999998
10,2020-07-06 10:00:00,^BTCUSD,9259.75,9314.91,9253.32,9305.91,2869,BTZ20,9625.0,9625.0,9625.0,9625.0,1.0,-319.09000000000015
11,2020-07-08 23:00:00,^BTCUSD,9388.0,9404.49,9379.41,9387.34,2480,BTZ20,9700.0,9700.0,9700.0,9700.0,1.0,-312.65999999999985
12,2020-07-16 05:00:00,^BTCUSD,9061.0,9090.2,9037.31,9090.06,2659,BTZ20,9410.0,9410.0,9410.0,9410.0,1.0,-319.9400000000005
13,2020-07-16 10:00:00,^BTCUSD,9106.09,9122.94,9098.45,9116.24,2788,BTZ20,9350.0,9350.0,9350.0,9350.0,1.0,-233.76000000000022
