,Date,Symbol_spot,Open_spot,High_spot,Low_spot,Close_spot,Volume_spot,Symbol_fut,Open_fut,High_fut,Low_fut,Close_fut,Volume_fut,Diff
0,2023-06-05 11:00:00,^BTCUSD,26102.45,26102.45,25703.7,25802.41,1049,BTX23,26435.0,26435.0,26435.0,26435.0,1.0,-632.5900000000001
1,2023-06-05 14:00:00,^BTCUSD,25555.24,25632.29,25439.39,25617.31,1063,BTX23,26235.0,26235.0,26235.0,26235.0,1.0,-617.6899999999987
2,2023-06-08 10:00:00,^BTCUSD,26652.5,26771.73,26595.45,26732.01,1140,BTX23,27345.0,27345.0,27345.0,27345.0,1.0,-612.9900000000016
3,2023-06-08 13:00:00,^BTCUSD,26489.29,26570.97,26451.45,26557.54,1081,BTX23,27225.0,27225.0,27225.0,27225.0,1.0,-667.4599999999991
4,2023-06-15 08:00:00,^BTCUSD,24902.84,25050.34,24887.88,25013.5,1083,BTX23,25625.0,25625.0,25625.0,25625.0,1.0,-611.5
5,2023-06-21 12:00:00,^BTCUSD,30146.54,30294.14,29880.88,30066.36,2758,BTX23,30890.0,30890.0,30890.0,30890.0,1.0,-823.6399999999994
6,2023-06-29 14:00:00,^BTCUSD,30564.9,30601.8,30494.29,30600.72,2892,BTX23,31820.0,31820.0,31820.0,31820.0,1.0,-1219.2799999999988
7,2023-07-17 13:00:00,^BTCUSD,30052.99,30088.24,29681.45,29840.24,3029,BTX23,31000.0,31000.0,31000.0,31000.0,1.0,-1159.7599999999984
8,2023-07-25 08:00:00,^BTCUSD,29130.97,29339.38,29094.29,29287.73,3049,BTX23,30370.0,30370.0,30370.0,30370.0,1.0,-1082.2700000000004
9,2023-08-09 11:00:00,^BTCUSD,29755.84,29770.75,29524.18,29528.59,2789,BTX23,30495.0,30495.0,30495.0,30495.0,1.0,-966.4099999999999
10,2023-08-11 09:00:00,^BTCUSD,29453.63,29524.46,29445.92,29482.12,2638,BTX23,30355.0,30355.0,30355.0,30355.0,1.0,-872.880000000001
11,2023-08-17 14:00:00,^BTCUSD,27858.04,27942.94,27843.39,27866.46,2825,BTX23,28665.0,28665.0,28665.0,28665.0,1.0,-798.5400000000009
12,2023-08-17 15:00:00,^BTCUSD,27866.51,27889.97,27592.1,27623.13,2875,BTX23,28360.0,28360.0,28360.0,28360.0,1.0,-736.869999999999
13,2023-08-17 17:00:00,^BTCUSD,26410.3,26816.19,26169.54,26680.24,2915,BTX23,26960.0,26960.0,26930.0,26930.0,4.0,-249.7599999999984
14,2023-08-21 07:00:00,^BTCUSD,26034.23,26087.78,25996.09,26025.67,3138,BTX23,26715.0,26715.0,26715.0,26715.0,2.0,-689.3300000000017
15,2023-08-21 08:00:00,^BTCUSD,26025.28,26137.28,25983.23,26134.59,3092,BTX23,26715.0,26810.0,26715.0,26810.0,4.0,-675.4099999999999
16,2023-08-21 15:00:00,^BTCUSD,26099.63,26155.83,26089.2,26117.14,3017,BTX23,26860.0,26860.0,26860.0,26860.0,2.0,-742.8600000000006
17,2023-08-22 14:00:00,^BTCUSD,25910.45,25950.14,25769.09,25788.56,3034,BTX23,26485.0,26485.0,26440.0,26440.0,19.0,-651.4399999999987
18,2023-08-22 15:00:00,^BTCUSD,25770.26,25866.06,25770.26,25863.8,2986,BTX23,26440.0,26460.0,26440.0,26460.0,7.0,-596.2000000000007
19,2023-08-22 17:00:00,^BTCUSD,25668.72,25845.27,25644.12,25809.72,2912,BTX23,26360.0,26360.0,26360.0,26360.0,1.0,-550.2799999999988
